,Config,Filename,Model,Name,Species
468,"['pair_style kim EAM_MagneticCubic_DerletNguyenDudarev_2007_Ta__MO_261274272789_002\n', 'pair_coeff * * Ta\n']",[],OpenKIM,EAM_MagneticCubic_DerletNguyenDudarev_2007_Ta__MO_261274272789_002,['Ta']
469,"['pair_style kim EAM_MagneticCubic_DerletNguyenDudarev_2007_V__MO_683890323730_002\n', 'pair_coeff * * V\n']",[],OpenKIM,EAM_MagneticCubic_DerletNguyenDudarev_2007_V__MO_683890323730_002,['V']
470,"['pair_style kim EAM_MagneticCubic_DerletNguyenDudarev_2007_W__MO_195478838873_002\n', 'pair_coeff * * W\n']",[],OpenKIM,EAM_MagneticCubic_DerletNguyenDudarev_2007_W__MO_195478838873_002,['W']
471,"['pair_style kim EAM_MagneticCubic_DudarevDerlet_2005_Fe__MO_135034229282_002\n', 'pair_coeff * * Fe\n']",[],OpenKIM,EAM_MagneticCubic_DudarevDerlet_2005_Fe__MO_135034229282_002,['Fe']
472,"['pair_style kim EAM_MagneticCubic_MendelevHanSrolovitz_2003_Fe__MO_856295952425_002\n', 'pair_coeff * * Fe\n']",[],OpenKIM,EAM_MagneticCubic_MendelevHanSrolovitz_2003_Fe__MO_856295952425_002,['Fe']
473,"['pair_style kim EAM_NN_Johnson_1988_Cu__MO_887933271505_002\n', 'pair_coeff * * Cu\n']",[],OpenKIM,EAM_NN_Johnson_1988_Cu__MO_887933271505_002,['Cu']
474,"['pair_style kim EAM_QuinticClampedSpline_ErcolessiAdams_1994_Al__MO_450093727396_002\n', 'pair_coeff * * Al\n']",[],OpenKIM,EAM_QuinticClampedSpline_ErcolessiAdams_1994_Al__MO_450093727396_002,['Al']
475,"['pair_style kim EAM_QuinticHermiteSpline_ErcolessiAdams_1994_Al__MO_781138671863_002\n', 'pair_coeff * * Al\n']",[],OpenKIM,EAM_QuinticHermiteSpline_ErcolessiAdams_1994_Al__MO_781138671863_002,['Al']
476,"['pair_style kim EDIP_BelkoGusakovDorozhkin_2010_Ge__MO_129433059219_001\n', 'pair_coeff * * Ge\n']",[],OpenKIM,EDIP_BelkoGusakovDorozhkin_2010_Ge__MO_129433059219_001,['Ge']
477,"['pair_style kim EDIP_JustoBazantKaxiras_1998_Si__MO_958932894036_002\n', 'pair_coeff * * Si\n']",[],OpenKIM,EDIP_JustoBazantKaxiras_1998_Si__MO_958932894036_002,['Si']
478,"['pair_style kim EMT_Asap_MetalGlass_BaileySchiotzJacobsen_2004_CuMg__MO_228059236215_001\n', 'pair_coeff * * Cu Mg\n']",[],OpenKIM,EMT_Asap_MetalGlass_BaileySchiotzJacobsen_2004_CuMg__MO_228059236215_001,"['Cu', 'Mg']"
479,"['pair_style kim EMT_Asap_MetalGlass_PaduraruKenoufiBailey_2007_CuZr__MO_987541074959_001\n', 'pair_coeff * * Cu Zr\n']",[],OpenKIM,EMT_Asap_MetalGlass_PaduraruKenoufiBailey_2007_CuZr__MO_987541074959_001,"['Cu', 'Zr']"
480,"['pair_style kim EMT_Asap_Standard_JacobsenStoltzeNorskov_1996_Ag__MO_303974873468_001\n', 'pair_coeff * * Ag\n']",[],OpenKIM,EMT_Asap_Standard_JacobsenStoltzeNorskov_1996_Ag__MO_303974873468_001,['Ag']
481,"['pair_style kim EMT_Asap_Standard_JacobsenStoltzeNorskov_1996_AlAgAuCuNiPdPt__MO_115316750986_001\n', 'pair_coeff * * Al Ag Au Cu Ni Pd Pt\n']",[],OpenKIM,EMT_Asap_Standard_JacobsenStoltzeNorskov_1996_AlAgAuCuNiPdPt__MO_115316750986_001,"['Al', 'Ag', 'Au', 'Cu', 'Ni', 'Pd', 'Pt']"
482,"['pair_style kim EMT_Asap_Standard_JacobsenStoltzeNorskov_1996_Al__MO_623376124862_001\n', 'pair_coeff * * Al\n']",[],OpenKIM,EMT_Asap_Standard_JacobsenStoltzeNorskov_1996_Al__MO_623376124862_001,['Al']
483,"['pair_style kim EMT_Asap_Standard_JacobsenStoltzeNorskov_1996_Au__MO_017524376569_001\n', 'pair_coeff * * Au\n']",[],OpenKIM,EMT_Asap_Standard_JacobsenStoltzeNorskov_1996_Au__MO_017524376569_001,['Au']
484,"['pair_style kim EMT_Asap_Standard_JacobsenStoltzeNorskov_1996_Cu__MO_396616545191_001\n', 'pair_coeff * * Cu\n']",[],OpenKIM,EMT_Asap_Standard_JacobsenStoltzeNorskov_1996_Cu__MO_396616545191_001,['Cu']
485,"['pair_style kim EMT_Asap_Standard_JacobsenStoltzeNorskov_1996_Ni__MO_108408461881_001\n', 'pair_coeff * * Ni\n']",[],OpenKIM,EMT_Asap_Standard_JacobsenStoltzeNorskov_1996_Ni__MO_108408461881_001,['Ni']
486,"['pair_style kim EMT_Asap_Standard_JacobsenStoltzeNorskov_1996_Pd__MO_066802556726_001\n', 'pair_coeff * * Pd\n']",[],OpenKIM,EMT_Asap_Standard_JacobsenStoltzeNorskov_1996_Pd__MO_066802556726_001,['Pd']
487,"['pair_style kim EMT_Asap_Standard_JacobsenStoltzeNorskov_1996_Pt__MO_637493005914_001\n', 'pair_coeff * * Pt\n']",[],OpenKIM,EMT_Asap_Standard_JacobsenStoltzeNorskov_1996_Pt__MO_637493005914_001,['Pt']
488,"['pair_style kim Exp6_KongChakrabarty_1973_ArNe__MO_946046425752_002\n', 'pair_coeff * * Ar Ne\n']",[],OpenKIM,Exp6_KongChakrabarty_1973_ArNe__MO_946046425752_002,"['Ar', 'Ne']"
489,[],[],OpenKIM,LJ_ElliottAkerson_2015_Universal__MO_959249795837_003,[]
490,"['pair_style kim LJ_Shifted_Bernardes_1958HighCutoff_Ar__MO_242741380554_003\n', 'pair_coeff * * Ar\n']",[],OpenKIM,LJ_Shifted_Bernardes_1958HighCutoff_Ar__MO_242741380554_003,['Ar']
491,"['pair_style kim LJ_Shifted_Bernardes_1958HighCutoff_Kr__MO_923895531627_003\n', 'pair_coeff * * Kr\n']",[],OpenKIM,LJ_Shifted_Bernardes_1958HighCutoff_Kr__MO_923895531627_003,['Kr']
492,"['pair_style kim LJ_Shifted_Bernardes_1958HighCutoff_Ne__MO_966254629593_003\n', 'pair_coeff * * Ne\n']",[],OpenKIM,LJ_Shifted_Bernardes_1958HighCutoff_Ne__MO_966254629593_003,['Ne']
493,"['pair_style kim LJ_Shifted_Bernardes_1958HighCutoff_Xe__MO_796748253903_003\n', 'pair_coeff * * Xe\n']",[],OpenKIM,LJ_Shifted_Bernardes_1958HighCutoff_Xe__MO_796748253903_003,['Xe']
494,"['pair_style kim LJ_Shifted_Bernardes_1958LowCutoff_Ar__MO_720819638419_003\n', 'pair_coeff * * Ar\n']",[],OpenKIM,LJ_Shifted_Bernardes_1958LowCutoff_Ar__MO_720819638419_003,['Ar']
495,"['pair_style kim LJ_Shifted_Bernardes_1958LowCutoff_Kr__MO_995724792024_003\n', 'pair_coeff * * Kr\n']",[],OpenKIM,LJ_Shifted_Bernardes_1958LowCutoff_Kr__MO_995724792024_003,['Kr']
496,"['pair_style kim LJ_Shifted_Bernardes_1958LowCutoff_Ne__MO_466741694288_003\n', 'pair_coeff * * Ne\n']",[],OpenKIM,LJ_Shifted_Bernardes_1958LowCutoff_Ne__MO_466741694288_003,['Ne']
497,"['pair_style kim LJ_Shifted_Bernardes_1958LowCutoff_Xe__MO_648694198005_003\n', 'pair_coeff * * Xe\n']",[],OpenKIM,LJ_Shifted_Bernardes_1958LowCutoff_Xe__MO_648694198005_003,['Xe']
498,"['pair_style kim LJ_Shifted_Bernardes_1958MedCutoff_Ar__MO_126566794224_003\n', 'pair_coeff * * Ar\n']",[],OpenKIM,LJ_Shifted_Bernardes_1958MedCutoff_Ar__MO_126566794224_003,['Ar']
499,"['pair_style kim LJ_Shifted_Bernardes_1958MedCutoff_Kr__MO_984281096460_003\n', 'pair_coeff * * Kr\n']",[],OpenKIM,LJ_Shifted_Bernardes_1958MedCutoff_Kr__MO_984281096460_003,['Kr']
500,"['pair_style kim LJ_Shifted_Bernardes_1958MedCutoff_Ne__MO_160637895352_003\n', 'pair_coeff * * Ne\n']",[],OpenKIM,LJ_Shifted_Bernardes_1958MedCutoff_Ne__MO_160637895352_003,['Ne']
501,"['pair_style kim LJ_Shifted_Bernardes_1958MedCutoff_Xe__MO_849320763277_003\n', 'pair_coeff * * Xe\n']",[],OpenKIM,LJ_Shifted_Bernardes_1958MedCutoff_Xe__MO_849320763277_003,['Xe']
502,"['pair_style kim LJ_Smoothed_Bernardes_1958_Ar__MO_764178710049_001\n', 'pair_coeff * * Ar\n']",[],OpenKIM,LJ_Smoothed_Bernardes_1958_Ar__MO_764178710049_001,['Ar']
503,"['pair_style kim LJ_Truncated_Nguyen_2005_Ar__MO_398194508715_001\n', 'pair_coeff * * Ar\n']",[],OpenKIM,LJ_Truncated_Nguyen_2005_Ar__MO_398194508715_001,['Ar']
504,[],[],OpenKIM,LennardJones612_UniversalShifted__MO_959249795837_003,[]
505,"['pair_style kim LennardJones_Ar\n', 'pair_coeff * * Ar\n']",[],OpenKIM,LennardJones_Ar,['Ar']
506,"['pair_style kim MFF_MistriotisFlytzanisFarantos_1989_Si__MO_080526771943_001\n', 'pair_coeff * * Si\n']",[],OpenKIM,MFF_MistriotisFlytzanisFarantos_1989_Si__MO_080526771943_001,['Si']
507,"['pair_style kim MJ_MorrisAgaLevashov_2008_Fe__MO_857282754307_003\n', 'pair_coeff * * Fe\n']",[],OpenKIM,MJ_MorrisAgaLevashov_2008_Fe__MO_857282754307_003,['Fe']
508,"['pair_style kim Morse_EIP_GuthikondaElliott_2011_AuCd__MO_703849496106_002\n', 'pair_coeff * * Au Cd\n']",[],OpenKIM,Morse_EIP_GuthikondaElliott_2011_AuCd__MO_703849496106_002,"['Au', 'Cd']"
509,"['pair_style kim Morse_QuinticSmoothed_Jelinek_1972_Ar__MO_908645784389_002\n', 'pair_coeff * * Ar\n']",[],OpenKIM,Morse_QuinticSmoothed_Jelinek_1972_Ar__MO_908645784389_002,['Ar']
510,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Ag__MO_111986436268_003\n', 'pair_coeff * * Ag\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Ag__MO_111986436268_003,['Ag']
511,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Al__MO_140175748626_003\n', 'pair_coeff * * Al\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Al__MO_140175748626_003,['Al']
512,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Ba__MO_676977998912_003\n', 'pair_coeff * * Ba\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Ba__MO_676977998912_003,['Ba']
513,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Ca__MO_159753408472_003\n', 'pair_coeff * * Ca\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Ca__MO_159753408472_003,['Ca']
514,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Cr__MO_859700307573_003\n', 'pair_coeff * * Cr\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Cr__MO_859700307573_003,['Cr']
515,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Cs__MO_187111446479_003\n', 'pair_coeff * * Cs\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Cs__MO_187111446479_003,['Cs']
516,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Cu__MO_151002396060_003\n', 'pair_coeff * * Cu\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Cu__MO_151002396060_003,['Cu']
517,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Fe__MO_147603128437_003\n', 'pair_coeff * * Fe\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Fe__MO_147603128437_003,['Fe']
518,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_K__MO_836927321152_003\n', 'pair_coeff * * K\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_K__MO_836927321152_003,['K']
519,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Mo__MO_666830945336_003\n', 'pair_coeff * * Mo\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Mo__MO_666830945336_003,['Mo']
520,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Na__MO_587469264453_003\n', 'pair_coeff * * Na\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Na__MO_587469264453_003,['Na']
521,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Ni__MO_381861218831_003\n', 'pair_coeff * * Ni\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Ni__MO_381861218831_003,['Ni']
522,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Pb__MO_370271093517_003\n', 'pair_coeff * * Pb\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Pb__MO_370271093517_003,['Pb']
523,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Rb__MO_908110223949_003\n', 'pair_coeff * * Rb\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Rb__MO_908110223949_003,['Rb']
524,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Sr__MO_497591319122_003\n', 'pair_coeff * * Sr\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Sr__MO_497591319122_003,['Sr']
525,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_W__MO_646516726498_003\n', 'pair_coeff * * W\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_W__MO_646516726498_003,['W']
526,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ag__MO_137719994600_003\n', 'pair_coeff * * Ag\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ag__MO_137719994600_003,['Ag']
527,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Al__MO_411898953661_003\n', 'pair_coeff * * Al\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Al__MO_411898953661_003,['Al']
528,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ba__MO_143487634619_003\n', 'pair_coeff * * Ba\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ba__MO_143487634619_003,['Ba']
529,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ca__MO_887105884651_003\n', 'pair_coeff * * Ca\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ca__MO_887105884651_003,['Ca']
530,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Cr__MO_483480726117_003\n', 'pair_coeff * * Cr\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Cr__MO_483480726117_003,['Cr']
531,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Cs__MO_256406354561_003\n', 'pair_coeff * * Cs\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Cs__MO_256406354561_003,['Cs']
532,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Cu__MO_673777079812_003\n', 'pair_coeff * * Cu\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Cu__MO_673777079812_003,['Cu']
533,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Fe__MO_331285495617_003\n', 'pair_coeff * * Fe\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Fe__MO_331285495617_003,['Fe']
534,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_K__MO_749732139672_003\n', 'pair_coeff * * K\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_K__MO_749732139672_003,['K']
535,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Mo__MO_228581001644_003\n', 'pair_coeff * * Mo\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Mo__MO_228581001644_003,['Mo']
536,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Na__MO_707981543254_003\n', 'pair_coeff * * Na\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Na__MO_707981543254_003,['Na']
537,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ni__MO_322509103239_003\n', 'pair_coeff * * Ni\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ni__MO_322509103239_003,['Ni']
538,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Pb__MO_534638645497_003\n', 'pair_coeff * * Pb\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Pb__MO_534638645497_003,['Pb']
539,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Rb__MO_754498969542_003\n', 'pair_coeff * * Rb\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Rb__MO_754498969542_003,['Rb']
540,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Sr__MO_801083489225_003\n', 'pair_coeff * * Sr\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Sr__MO_801083489225_003,['Sr']
541,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_W__MO_489351836217_003\n', 'pair_coeff * * W\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_W__MO_489351836217_003,['W']
542,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ag__MO_861893969202_003\n', 'pair_coeff * * Ag\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ag__MO_861893969202_003,['Ag']
543,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Al__MO_279544746097_003\n', 'pair_coeff * * Al\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Al__MO_279544746097_003,['Al']
544,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ba__MO_229241184339_003\n', 'pair_coeff * * Ba\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ba__MO_229241184339_003,['Ba']
545,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ca__MO_562200212426_003\n', 'pair_coeff * * Ca\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ca__MO_562200212426_003,['Ca']
546,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Cr__MO_245813471114_003\n', 'pair_coeff * * Cr\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Cr__MO_245813471114_003,['Cr']
547,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Cs__MO_999639780744_003\n', 'pair_coeff * * Cs\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Cs__MO_999639780744_003,['Cs']
548,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Cu__MO_173787283511_003\n', 'pair_coeff * * Cu\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Cu__MO_173787283511_003,['Cu']
549,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Fe__MO_984358344196_003\n', 'pair_coeff * * Fe\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Fe__MO_984358344196_003,['Fe']
550,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_K__MO_202712315930_003\n', 'pair_coeff * * K\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_K__MO_202712315930_003,['K']
551,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Mo__MO_534363225491_003\n', 'pair_coeff * * Mo\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Mo__MO_534363225491_003,['Mo']
552,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Na__MO_636041334617_003\n', 'pair_coeff * * Na\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Na__MO_636041334617_003,['Na']
553,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ni__MO_758825945924_003\n', 'pair_coeff * * Ni\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ni__MO_758825945924_003,['Ni']
554,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Pb__MO_958424213898_003\n', 'pair_coeff * * Pb\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Pb__MO_958424213898_003,['Pb']
555,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Rb__MO_147245690895_003\n', 'pair_coeff * * Rb\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Rb__MO_147245690895_003,['Rb']
556,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Sr__MO_964297938209_003\n', 'pair_coeff * * Sr\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Sr__MO_964297938209_003,['Sr']
557,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_W__MO_390128289865_003\n', 'pair_coeff * * W\n']",[],OpenKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_W__MO_390128289865_003,['W']
558,"['pair_style kim Morse_Shifted_Glyde_1970_Ne__MO_169434419764_003\n', 'pair_coeff * * Ne\n']",[],OpenKIM,Morse_Shifted_Glyde_1970_Ne__MO_169434419764_003,['Ne']
559,"['pair_style kim Morse_Shifted_Jelinek_1972_Ar__MO_831902330215_003\n', 'pair_coeff * * Ar\n']",[],OpenKIM,Morse_Shifted_Jelinek_1972_Ar__MO_831902330215_003,['Ar']
560,"['pair_style kim Morse_SigmoidalSmoothed_Jelinek_1972_Ar__MO_071460865933_002\n', 'pair_coeff * * Ar\n']",[],OpenKIM,Morse_SigmoidalSmoothed_Jelinek_1972_Ar__MO_071460865933_002,['Ar']
561,"['pair_style kim SW_BalamaneHaliciogluTiller_1992_Si__MO_113686039439_004\n', 'pair_coeff * * Si\n']",[],OpenKIM,SW_BalamaneHaliciogluTiller_1992_Si__MO_113686039439_004,['Si']
562,"['pair_style kim SW_BalamaneHauchShi_2017Brittle_Si__MO_381114941873_002\n', 'pair_coeff * * Si\n']",[],OpenKIM,SW_BalamaneHauchShi_2017Brittle_Si__MO_381114941873_002,['Si']
563,"['pair_style kim SW_BereSerra_2006_GaN__MO_861114678890_000\n', 'pair_coeff * * Ga N\n']",[],OpenKIM,SW_BereSerra_2006_GaN__MO_861114678890_000,"['Ga', 'N']"
564,"['pair_style kim SW_HauchHollandMarder_1999Brittle_Si__MO_119167353542_004\n', 'pair_coeff * * Si\n']",[],OpenKIM,SW_HauchHollandMarder_1999Brittle_Si__MO_119167353542_004,['Si']
565,"['pair_style kim SW_LeeHwang_2012GGA_Si__MO_040570764911_000\n', 'pair_coeff * * Si\n']",[],OpenKIM,SW_LeeHwang_2012GGA_Si__MO_040570764911_000,['Si']
566,"['pair_style kim SW_LeeHwang_2012LDA_Si__MO_517338295712_000\n', 'pair_coeff * * Si\n']",[],OpenKIM,SW_LeeHwang_2012LDA_Si__MO_517338295712_000,['Si']
567,"['pair_style kim SW_MX2_WenShirodkarPlechac_2017_MoS__MO_201919462778_001\n', 'pair_coeff * * Mo S\n']",[],OpenKIM,SW_MX2_WenShirodkarPlechac_2017_MoS__MO_201919462778_001,"['Mo', 'S']"
568,"['pair_style kim SW_StillingerWeber_1985_Si__MO_405512056662_005\n', 'pair_coeff * * Si\n']",[],OpenKIM,SW_StillingerWeber_1985_Si__MO_405512056662_005,['Si']
569,"['pair_style kim SW_WangStroudMarkworth_1989_CdTe__MO_786496821446_000\n', 'pair_coeff * * Cd Te\n']",[],OpenKIM,SW_WangStroudMarkworth_1989_CdTe__MO_786496821446_000,"['Cd', 'Te']"
570,"['pair_style kim SW_ZhangXieHu_2014OptimizedSW1_Si__MO_800412945727_004\n', 'pair_coeff * * Si\n']",[],OpenKIM,SW_ZhangXieHu_2014OptimizedSW1_Si__MO_800412945727_004,['Si']
571,"['pair_style kim SW_ZhangXieHu_2014OptimizedSW2_Si__MO_475612090600_004\n', 'pair_coeff * * Si\n']",[],OpenKIM,SW_ZhangXieHu_2014OptimizedSW2_Si__MO_475612090600_004,['Si']
572,"['pair_style kim SW_ZhouWardMartin_2013_CdTeZnSeHgS__MO_503261197030_002\n', 'pair_coeff * * Cd Te Zn Se Hg S\n']",[],OpenKIM,SW_ZhouWardMartin_2013_CdTeZnSeHgS__MO_503261197030_002,"['Cd', 'Te', 'Zn', 'Se', 'Hg', 'S']"
573,[],[],OpenKIM,TIDP_RajanWarnerCurtin_2016A_User01__MO_514760222899_000,[]
574,[],[],OpenKIM,TIDP_RajanWarnerCurtin_2016B_User01__MO_217710069583_000,[]
575,[],[],OpenKIM,TIDP_RajanWarnerCurtin_2016C_User01__MO_072437275969_000,[]
576,[],[],OpenKIM,TIDP_RajanWarnerCurtin_2016D_User01__MO_791486224463_000,[]
577,[],[],OpenKIM,TIDP_RajanWarnerCurtin_2016E_User01__MO_971845881377_000,[]
578,[],[],OpenKIM,TIDP_RajanWarnerCurtin_2016F_User01__MO_246297839798_000,[]
579,"['pair_style kim TT_Modified_HellmannBichVogel_2007_He__MO_126942667206_002\n', 'pair_coeff * * He\n']",[],OpenKIM,TT_Modified_HellmannBichVogel_2007_He__MO_126942667206_002,['He']
580,"['pair_style kim Tersoff_LAMMPS_AlbeNordlundAverback_2002_PtC__MO_500121566391_002\n', 'pair_coeff * * Pt C\n']",[],OpenKIM,Tersoff_LAMMPS_AlbeNordlundAverback_2002_PtC__MO_500121566391_002,"['Pt', 'C']"
581,"['pair_style kim Tersoff_LAMMPS_AlbeNordlundNord_2002_GaAs__MO_799020228312_002\n', 'pair_coeff * * Ga As\n']",[],OpenKIM,Tersoff_LAMMPS_AlbeNordlundNord_2002_GaAs__MO_799020228312_002,"['Ga', 'As']"
582,"['pair_style kim Tersoff_LAMMPS_ErhartAlbe_2005SiII_SiC__MO_408791041969_002\n', 'pair_coeff * * Si C\n']",[],OpenKIM,Tersoff_LAMMPS_ErhartAlbe_2005SiII_SiC__MO_408791041969_002,"['Si', 'C']"
583,"['pair_style kim Tersoff_LAMMPS_ErhartAlbe_2005_SiC__MO_903987585848_003\n', 'pair_coeff * * Si C\n']",[],OpenKIM,Tersoff_LAMMPS_ErhartAlbe_2005_SiC__MO_903987585848_003,"['Si', 'C']"
584,"['pair_style kim Tersoff_LAMMPS_ErhartJuslinGoy_2006_ZnO__MO_616776018688_002\n', 'pair_coeff * * Zn O\n']",[],OpenKIM,Tersoff_LAMMPS_ErhartJuslinGoy_2006_ZnO__MO_616776018688_002,"['Zn', 'O']"
